ano_eje,mes_eje,nivel_gobierno_nombre,sector_nombre,departamento_ejecutora_nombre,funcion_nombre,fuente_financiamiento_nombre,categoria_gasto_nombre,monto_devengado,tasa_giro
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,TRABAJO,DONACIONES Y TRANSFERENCIAS,GASTO CORRIENTE,7600,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,9000,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO DE CAPITAL,2697.8,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,AGROPECUARIA,RECURSOS DETERMINADOS,GASTO DE CAPITAL,8077.94,22.443098116599
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,COMUNICACIONES,RECURSOS ORDINARIOS,GASTO CORRIENTE,40,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,312058.63,103.478080385087
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,446,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,652,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,270772.53,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS ORDINARIOS,GASTO CORRIENTE,5618.5,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS ORDINARIOS,GASTO CORRIENTE,635,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS DETERMINADOS,GASTO CORRIENTE,4000,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS ORDINARIOS,GASTO CORRIENTE,10,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,TRABAJO,RECURSOS ORDINARIOS,GASTO CORRIENTE,301.78,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,ENERGIA,RECURSOS ORDINARIOS,GASTO CORRIENTE,97.25,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,TRANSPORTE,RECURSOS ORDINARIOS,GASTO CORRIENTE,1824.5,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS ORDINARIOS,GASTO CORRIENTE,42900,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,1320,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO DE CAPITAL,3192,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,6058.75,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,EDUCACION,RECURSOS ORDINARIOS,GASTO DE CAPITAL,33070,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,711.47,0
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,127673.15,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,9056.76,106.659224711707
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,379,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,399,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,434.59,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,134300.6,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,9950,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,15158.33,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,936,0
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,53117.72,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,ORDEN PUBLICO Y SEGURIDAD,RECURSOS ORDINARIOS,GASTO CORRIENTE,20746.82,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,TRABAJO,RECURSOS ORDINARIOS,GASTO CORRIENTE,3939.5,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,TRANSPORTE,RECURSOS ORDINARIOS,GASTO CORRIENTE,1325,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,TRABAJO,RECURSOS ORDINARIOS,GASTO CORRIENTE,2607.65,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,76319.5,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,6728,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,24798.25,99.4354440333491
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,6624,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS DETERMINADOS,GASTO CORRIENTE,6000,
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,COMERCIO,RECURSOS DETERMINADOS,GASTO DE CAPITAL,6000,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,INDUSTRIA,RECURSOS ORDINARIOS,GASTO DE CAPITAL,8100,69.1358024691358
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS DETERMINADOS,GASTO DE CAPITAL,25355,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO DE CAPITAL,2739.11,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,AGROPECUARIA,RECURSOS DETERMINADOS,GASTO DE CAPITAL,510087.09,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,TURISMO,RECURSOS ORDINARIOS,GASTO DE CAPITAL,154300.56,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,PROTECCION SOCIAL,RECURSOS ORDINARIOS,GASTO CORRIENTE,130,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS DETERMINADOS,GASTO DE CAPITAL,124000,82.258064516129
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,MINERIA,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2200,
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,PROTECCION SOCIAL,RECURSOS ORDINARIOS,GASTO CORRIENTE,720,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,1122,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS ORDINARIOS,GASTO CORRIENTE,265.1,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS ORDINARIOS,GASTO CORRIENTE,2328,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,PESCA,RECURSOS ORDINARIOS,GASTO CORRIENTE,319.31,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,ENERGIA,RECURSOS ORDINARIOS,GASTO CORRIENTE,210,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,ENERGIA,RECURSOS ORDINARIOS,GASTO CORRIENTE,11114.19,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,EDUCACION,RECURSOS ORDINARIOS,GASTO CORRIENTE,414846.9,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,999.39,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,370.5,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,117067.07,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,953.6,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SANEAMIENTO,RECURSOS ORDINARIOS,GASTO CORRIENTE,165,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,EDUCACION,RECURSOS ORDINARIOS,GASTO CORRIENTE,400,60
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,8641.33,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,5300,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,94.5,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,747,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,DONACIONES Y TRANSFERENCIAS,GASTO CORRIENTE,17605.4,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,159685,134.82962707831
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,503,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,33369.8,85.4632931572859
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,306,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS ORDINARIOS,GASTO CORRIENTE,18636.18,103.365174622696
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,490,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,41990,96.0205763276971
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,DONACIONES Y TRANSFERENCIAS,GASTO CORRIENTE,6460,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,397.8,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,2400,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,2015.7,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,7679,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,2414.19,88.3000095270049
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,150,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,DONACIONES Y TRANSFERENCIAS,GASTO CORRIENTE,4455,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,11738.52,73.8965389163199
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,499.8,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,3000,95.648
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,26500,99.3279245283019
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,3952.5,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,373,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,814.5,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS DETERMINADOS,GASTO CORRIENTE,1212,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,14597.46,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,4239.7,99.2324928650612
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,239,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,7504.77,0
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,183.35,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,375,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO DE CAPITAL,548.7,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,444.96,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,10600,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,19520,97.1025614754098
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,DONACIONES Y TRANSFERENCIAS,GASTO CORRIENTE,420,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,1782.01,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS DETERMINADOS,GASTO CORRIENTE,908,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,97,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,4720.29,0
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,19016.63,87.5930172696214
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,120,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,DONACIONES Y TRANSFERENCIAS,GASTO DE CAPITAL,1500,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,200,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,341878.72,96.6801092504383
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,11351.42,0
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,1200,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,DONACIONES Y TRANSFERENCIAS,GASTO CORRIENTE,660,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,41084.47,84.102727867732
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,100246,98.6383297089161
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,1184,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,3614.19,86.6100011344174
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,1189.34,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,1565,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,627,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,AMBIENTE,RECURSOS ORDINARIOS,GASTO DE CAPITAL,3500,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,4380.93,62.513438927351
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,336,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,1858,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,9819.58,0
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,52520,96.86738385377
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,30515,105.583745698837
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,2959.86,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,116053.63,81.2200273270211
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,1096,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS DETERMINADOS,GASTO CORRIENTE,790,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,23696,94.797434166104
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO DE CAPITAL,2920.5,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,EDUCACION,RECURSOS DETERMINADOS,GASTO DE CAPITAL,2550.86,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,59620,93.8833109694733
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,0,
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,40097.58,97.5024178516509
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,10600,93.1668867924528
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,149,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,89392.82,98.8384413871271
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,6881.68,93.2779495704537
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,205171.2,12.0550837544451
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS DETERMINADOS,GASTO CORRIENTE,960,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,DONACIONES Y TRANSFERENCIAS,GASTO CORRIENTE,4600,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,EDUCACION,RECURSOS DETERMINADOS,GASTO CORRIENTE,232100,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,25547.86,0
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,"PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA",RECURSOS ORDINARIOS,GASTO CORRIENTE,1246.57,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO DE CAPITAL,175,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,77684.8,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,72266,88.5431876677829
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,400,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,20199.33,87.7561285448577
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS DETERMINADOS,GASTO CORRIENTE,13533,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,1450,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,5740,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,2906.81,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,TURISMO,RECURSOS ORDINARIOS,GASTO CORRIENTE,3349.34,106.893596947458
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,245,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,DONACIONES Y TRANSFERENCIAS,GASTO CORRIENTE,1015,100
2024,9,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,AMAZONAS,SALUD,RECURSOS ORDINARIOS,GASTO CORRIENTE,290,100
